SurgeCon Assessment  Date ,Year-Month,Site Name,SurgeCon Level,SurgeCon Score,SurgeCon Scale,Modified By
2022-02-15 15:24,2022-February,Carbonear General Hospital,3,18,0.182999998,emerg.emerg
2022-02-15 20:00,2022-February,Carbonear General Hospital,3,17,0.170000002,emerg.emerg
2022-02-15 22:26,2022-February,Carbonear General Hospital,2,12,0.116000004,emerg.emerg
2022-02-17 12:54,2022-February,Carbonear General Hospital,3,20,0.200000003,emerg.emerg
2022-02-17 13:12,2022-February,Carbonear General Hospital,3,20,0.200000003,emerg.emerg
2022-02-18 11:03,2022-February,Carbonear General Hospital,3,20,0.202000007,emerg.emerg
2022-02-18 13:14,2022-February,Carbonear General Hospital,3,23,0.226000011,emerg.emerg
2022-02-18 17:10,2022-February,Carbonear General Hospital,3,19,0.192999989,emerg.emerg
2022-02-18 19:38,2022-February,Carbonear General Hospital,2,13,0.134000003,emerg.emerg
2022-02-20 20:18,2022-February,Carbonear General Hospital,4,31,0.305999994,emerg.emerg
2022-02-20 22:10,2022-February,Carbonear General Hospital,4,26,0.25999999,emerg.emerg
2022-02-21 10:56,2022-February,Carbonear General Hospital,3,17,0.17400001,emerg.emerg
2022-02-22 9:12,2022-February,Carbonear General Hospital,4,27,0.266000003,emerg.emerg
2022-02-22 16:58,2022-February,Carbonear General Hospital,2,12,0.118000001,emerg.emerg
2022-02-23 7:52,2022-February,Carbonear General Hospital,2,13,0.126000002,emerg.emerg
2022-02-23 10:07,2022-February,Carbonear General Hospital,2,13,0.125,emerg.emerg
2022-02-23 12:05,2022-February,Carbonear General Hospital,1,7,0.067999996,emerg.emerg
2022-02-23 14:01,2022-February,Carbonear General Hospital,2,13,0.130499989,emerg.emerg
2022-02-23 18:03,2022-February,Carbonear General Hospital,3,22,0.216499999,emerg.emerg
2022-02-23 20:59,2022-February,Carbonear General Hospital,2,14,0.141000003,emerg.emerg
2022-02-23 21:34,2022-February,Carbonear General Hospital,3,24,0.238999993,emerg.emerg
2022-02-23 23:49,2022-February,Carbonear General Hospital,3,18,0.180000007,emerg.emerg
2022-02-24 9:07,2022-February,Carbonear General Hospital,1,5,0.051000003,emerg.emerg
2022-02-24 13:15,2022-February,Carbonear General Hospital,2,12,0.115999997,emerg.emerg
2022-02-24 20:34,2022-February,Carbonear General Hospital,4,31,0.306999981,emerg.emerg
2022-02-24 23:30,2022-February,Carbonear General Hospital,3,20,0.200499997,emerg.emerg
2022-02-25 5:42,2022-February,Carbonear General Hospital,3,18,0.177499995,emerg.emerg
2022-02-27 17:14,2022-February,Carbonear General Hospital,2,13,0.130500004,emerg.emerg
2022-02-28 8:43,2022-February,Carbonear General Hospital,2,15,0.146499991,emerg.emerg
2022-02-28 10:22,2022-February,Carbonear General Hospital,3,17,0.170499995,emerg.emerg
2022-02-28 20:08,2022-February,Carbonear General Hospital,2,15,0.150000006,emerg.emerg
2022-02-28 22:30,2022-February,Carbonear General Hospital,3,19,0.186999992,emerg.emerg
2022-03-01 0:34,2022-March,Carbonear General Hospital,2,16,0.162,emerg.emerg
2022-03-01 10:57,2022-March,Carbonear General Hospital,2,10,0.094999999,emerg.emerg
2022-03-01 20:06,2022-March,Carbonear General Hospital,3,22,0.223999992,emerg.emerg
2022-03-01 22:13,2022-March,Carbonear General Hospital,3,22,0.217999995,emerg.emerg
2022-03-02 1:02,2022-March,Carbonear General Hospital,3,22,0.219999999,emerg.emerg
2022-03-02 3:05,2022-March,Carbonear General Hospital,2,10,0.101999998,emerg.emerg
2022-03-02 20:40,2022-March,Carbonear General Hospital,2,16,0.157000005,emerg.emerg
2022-03-03 7:21,2022-March,Carbonear General Hospital,2,11,0.108999997,emerg.emerg
2022-03-03 22:49,2022-March,Carbonear General Hospital,2,12,0.123000003,emerg.emerg
2022-03-05 8:29,2022-March,Carbonear General Hospital,1,6,0.058000002,emerg.emerg
2022-03-05 11:06,2022-March,Carbonear General Hospital,1,8,0.084000006,emerg.emerg
2022-03-05 12:36,2022-March,Carbonear General Hospital,2,16,0.16399999,emerg.emerg
2022-03-05 15:10,2022-March,Carbonear General Hospital,3,18,0.181000009,emerg.emerg
2022-03-05 16:52,2022-March,Carbonear General Hospital,3,24,0.238999993,emerg.emerg
2022-03-05 18:36,2022-March,Carbonear General Hospital,4,31,0.307000011,emerg.emerg
2022-03-06 8:10,2022-March,Carbonear General Hospital,3,19,0.186000004,emerg.emerg
2022-03-06 10:44,2022-March,Carbonear General Hospital,2,13,0.129999995,emerg.emerg
2022-03-06 12:47,2022-March,Carbonear General Hospital,2,11,0.109000005,emerg.emerg
2022-03-06 14:27,2022-March,Carbonear General Hospital,2,12,0.119999997,emerg.emerg
2022-03-06 17:53,2022-March,Carbonear General Hospital,2,15,0.148999989,emerg.emerg
2022-03-07 10:26,2022-March,Carbonear General Hospital,1,8,0.084000006,emerg.emerg
2022-03-08 7:23,2022-March,Carbonear General Hospital,1,7,0.07,emerg.emerg
2022-03-08 13:01,2022-March,Carbonear General Hospital,2,16,0.158999994,emerg.emerg
2022-03-08 18:40,2022-March,Carbonear General Hospital,2,11,0.104999997,emerg.emerg
2022-03-09 19:41,2022-March,Carbonear General Hospital,4,28,0.280000001,emerg.emerg
2022-03-09 22:46,2022-March,Carbonear General Hospital,4,32,0.315000027,emerg.emerg
2022-03-10 0:19,2022-March,Carbonear General Hospital,4,26,0.261000007,emerg.emerg
2022-03-10 2:30,2022-March,Carbonear General Hospital,3,24,0.237000003,emerg.emerg
2022-03-10 19:49,2022-March,Carbonear General Hospital,3,20,0.197999999,emerg.emerg
2022-03-10 22:44,2022-March,Carbonear General Hospital,2,10,0.103999995,emerg.emerg
2022-03-11 4:16,2022-March,Carbonear General Hospital,2,12,0.123999998,emerg.emerg
2022-03-11 6:14,2022-March,Carbonear General Hospital,3,19,0.191,emerg.emerg
2022-03-11 14:26,2022-March,Carbonear General Hospital,3,19,0.193000019,emerg.emerg
2022-03-11 14:26,2022-March,Carbonear General Hospital,3,19,0.193000019,emerg.emerg
2022-03-11 20:46,2022-March,Carbonear General Hospital,3,18,0.180000007,emerg.emerg
2022-03-12 0:16,2022-March,Carbonear General Hospital,2,13,0.125,emerg.emerg
2022-03-13 16:33,2022-March,Carbonear General Hospital,4,32,0.319000006,emerg.emerg
2022-03-13 19:56,2022-March,Carbonear General Hospital,3,18,0.175999999,emerg.emerg
2022-03-13 23:12,2022-March,Carbonear General Hospital,3,21,0.207999989,emerg.emerg
2022-03-14 10:15,2022-March,Carbonear General Hospital,2,9,0.093000002,emerg.emerg
2022-03-14 12:57,2022-March,Carbonear General Hospital,2,13,0.133000001,emerg.emerg
2022-03-14 14:29,2022-March,Carbonear General Hospital,3,17,0.165999979,emerg.emerg
2022-03-14 19:51,2022-March,Carbonear General Hospital,2,12,0.116999999,emerg.emerg
2022-03-14 22:13,2022-March,Carbonear General Hospital,1,8,0.083999999,emerg.emerg
2022-03-15 0:12,2022-March,Carbonear General Hospital,2,9,0.090000004,emerg.emerg
2022-03-15 8:12,2022-March,Carbonear General Hospital,1,8,0.079999998,emerg.emerg
2022-03-15 10:43,2022-March,Carbonear General Hospital,3,23,0.233999997,emerg.emerg
2022-03-15 12:49,2022-March,Carbonear General Hospital,4,29,0.289999992,emerg.emerg
2022-03-16 0:37,2022-March,Carbonear General Hospital,1,8,0.079999998,emerg.emerg
2022-03-16 20:14,2022-March,Carbonear General Hospital,2,13,0.133000001,emerg.emerg
2022-03-17 22:07,2022-March,Carbonear General Hospital,1,6,0.063999996,emerg.emerg
2022-03-18 9:54,2022-March,Carbonear General Hospital,2,12,0.118000001,emerg.emerg
2022-03-18 11:41,2022-March,Carbonear General Hospital,3,21,0.213,emerg.emerg
2022-03-18 21:54,2022-March,Carbonear General Hospital,3,18,0.176999986,emerg.emerg
2022-03-19 9:07,2022-March,Carbonear General Hospital,1,5,0.050999999,emerg.emerg
2022-03-20 10:20,2022-March,Carbonear General Hospital,3,17,0.172000006,emerg.emerg
2022-03-20 14:16,2022-March,Carbonear General Hospital,3,23,0.232999995,emerg.emerg
2022-03-20 14:17,2022-March,Carbonear General Hospital,3,25,0.252999991,emerg.emerg
2022-03-20 17:38,2022-March,Carbonear General Hospital,3,23,0.231000006,emerg.emerg
2022-03-21 14:07,2022-March,Carbonear General Hospital,2,15,0.148000002,emerg.emerg
2022-03-21 17:01,2022-March,Carbonear General Hospital,2,13,0.127000004,emerg.emerg
2022-03-21 21:32,2022-March,Carbonear General Hospital,2,9,0.092,emerg.emerg
2022-03-22 11:50,2022-March,Carbonear General Hospital,5,34,0.338,emerg.emerg
2022-03-22 13:46,2022-March,Carbonear General Hospital,4,28,0.281000018,emerg.emerg
2022-03-22 15:41,2022-March,Carbonear General Hospital,3,19,0.186999992,emerg.emerg
2022-03-22 21:44,2022-March,Carbonear General Hospital,3,20,0.197999999,emerg.emerg
2022-03-23 2:23,2022-March,Carbonear General Hospital,2,13,0.133000001,emerg.emerg
2022-03-23 8:01,2022-March,Carbonear General Hospital,3,18,0.177999988,emerg.emerg
2022-03-23 9:58,2022-March,Carbonear General Hospital,3,21,0.207000002,emerg.emerg
2022-03-23 12:10,2022-March,Carbonear General Hospital,3,22,0.216999993,paul.norman
2022-03-23 13:58,2022-March,Carbonear General Hospital,2,13,0.133000001,emerg.emerg
2022-03-23 16:04,2022-March,Carbonear General Hospital,2,13,0.125,emerg.emerg
2022-03-23 18:26,2022-March,Carbonear General Hospital,2,14,0.140999988,emerg.emerg
2022-03-23 19:47,2022-March,Carbonear General Hospital,2,10,0.103999995,emerg.emerg
2022-03-24 7:47,2022-March,Carbonear General Hospital,2,10,0.098000005,emerg.emerg
2022-03-24 9:59,2022-March,Carbonear General Hospital,2,11,0.111000001,emerg.emerg
2022-03-24 12:08,2022-March,Carbonear General Hospital,3,17,0.165999979,emerg.emerg
2022-03-24 14:02,2022-March,Carbonear General Hospital,3,23,0.228000015,emerg.emerg
2022-03-24 15:57,2022-March,Carbonear General Hospital,2,14,0.143000007,emerg.emerg
2022-03-24 18:11,2022-March,Carbonear General Hospital,3,18,0.180000007,emerg.emerg
2022-03-25 11:10,2022-March,Carbonear General Hospital,2,16,0.157000005,emerg.emerg
2022-03-26 8:01,2022-March,Carbonear General Hospital,1,7,0.067000002,emerg.emerg
2022-03-26 10:17,2022-March,Carbonear General Hospital,2,14,0.143000007,emerg.emerg
2022-03-26 14:21,2022-March,Carbonear General Hospital,2,12,0.123000003,emerg.emerg
2022-03-26 16:44,2022-March,Carbonear General Hospital,3,17,0.167999998,emerg.emerg
2022-03-26 18:49,2022-March,Carbonear General Hospital,3,19,0.190999985,emerg.emerg
2022-03-26 21:42,2022-March,Carbonear General Hospital,2,15,0.153999999,emerg.emerg
2022-03-27 11:11,2022-March,Carbonear General Hospital,2,9,0.085000001,emerg.emerg
2022-03-27 13:17,2022-March,Carbonear General Hospital,3,20,0.194999993,emerg.emerg
2022-03-27 15:47,2022-March,Carbonear General Hospital,4,28,0.284000009,emerg.emerg
2022-03-27 19:20,2022-March,Carbonear General Hospital,2,14,0.143999994,emerg.emerg
2022-03-27 20:43,2022-March,Carbonear General Hospital,4,31,0.305000007,emerg.emerg
2022-03-27 22:06,2022-March,Carbonear General Hospital,3,23,0.233999997,emerg.emerg
2022-03-28 0:04,2022-March,Carbonear General Hospital,3,23,0.227000013,emerg.emerg
2022-03-28 2:01,2022-March,Carbonear General Hospital,3,19,0.18599999,emerg.emerg
2022-03-28 8:14,2022-March,Carbonear General Hospital,2,10,0.101999998,emerg.emerg
2022-03-28 11:34,2022-March,Carbonear General Hospital,3,19,0.187999994,emerg.emerg
2022-03-28 13:10,2022-March,Carbonear General Hospital,3,23,0.231000006,emerg.emerg
2022-03-28 15:01,2022-March,Carbonear General Hospital,2,15,0.151999995,emerg.emerg
2022-03-28 20:26,2022-March,Carbonear General Hospital,3,20,0.201000005,emerg.emerg
2022-03-28 22:07,2022-March,Carbonear General Hospital,3,20,0.19599998,emerg.emerg
2022-03-29 0:56,2022-March,Carbonear General Hospital,1,2,0.024,emerg.emerg
2022-03-29 10:04,2022-March,Carbonear General Hospital,2,9,0.088,emerg.emerg
2022-03-29 15:10,2022-March,Carbonear General Hospital,4,32,0.321999997,emerg.emerg
2022-03-29 20:08,2022-March,Carbonear General Hospital,1,6,0.059999999,emerg.emerg
2022-03-29 22:10,2022-March,Carbonear General Hospital,1,6,0.061999999,emerg.emerg
2022-03-30 0:55,2022-March,Carbonear General Hospital,1,6,0.061000004,emerg.emerg
2022-03-30 10:38,2022-March,Carbonear General Hospital,1,7,0.073999994,emerg.emerg
2022-03-31 8:04,2022-March,Carbonear General Hospital,1,5,0.050000001,emerg.emerg
2022-03-31 18:56,2022-March,Carbonear General Hospital,2,10,0.100000001,emerg.emerg
2022-04-01 8:04,2022-April,Carbonear General Hospital,2,10,0.100999996,emerg.emerg
2022-04-02 13:11,2022-April,Carbonear General Hospital,4,30,0.296999991,emerg.emerg
2022-04-02 16:47,2022-April,Carbonear General Hospital,3,25,0.254000008,emerg.emerg
2022-04-02 19:55,2022-April,Carbonear General Hospital,3,21,0.212000012,emerg.emerg
2022-04-02 21:58,2022-April,Carbonear General Hospital,2,15,0.145999998,emerg.emerg
2022-04-03 15:32,2022-April,Carbonear General Hospital,3,21,0.214000002,emerg.emerg
2022-04-03 19:59,2022-April,Carbonear General Hospital,3,18,0.174999997,emerg.emerg
2022-04-03 22:01,2022-April,Carbonear General Hospital,3,24,0.244000018,emerg.emerg
2022-04-03 23:27,2022-April,Carbonear General Hospital,5,37,0.365999997,emerg.emerg
2022-04-04 1:42,2022-April,Carbonear General Hospital,3,19,0.187999994,emerg.emerg
2022-04-04 7:20,2022-April,Carbonear General Hospital,3,22,0.221000001,emerg.emerg
2022-04-04 16:32,2022-April,Carbonear General Hospital,1,8,0.081,emerg.emerg
2022-04-05 8:20,2022-April,Carbonear General Hospital,1,3,0.034000002,emerg.emerg
2022-04-05 12:45,2022-April,Carbonear General Hospital,1,7,0.072000004,emerg.emerg
2022-04-06 8:46,2022-April,Carbonear General Hospital,3,20,0.194999993,emerg.emerg
2022-04-06 20:22,2022-April,Carbonear General Hospital,2,9,0.085000001,emerg.emerg
2022-04-06 22:31,2022-April,Carbonear General Hospital,2,9,0.086000003,emerg.emerg
2022-04-07 9:14,2022-April,Carbonear General Hospital,1,3,0.028000003,emerg.emerg
2022-04-07 12:10,2022-April,Carbonear General Hospital,2,10,0.09700001,emerg.emerg
2022-04-07 12:58,2022-April,Carbonear General Hospital,3,25,0.25,emerg.emerg
2022-04-07 15:48,2022-April,Carbonear General Hospital,4,31,0.305999994,emerg.emerg
2022-04-07 17:49,2022-April,Carbonear General Hospital,4,31,0.312000006,emerg.emerg
2022-04-07 20:21,2022-April,Carbonear General Hospital,4,33,0.333000004,emerg.emerg
2022-04-07 22:09,2022-April,Carbonear General Hospital,3,22,0.223000005,emerg.emerg
2022-04-08 0:36,2022-April,Carbonear General Hospital,3,17,0.173999995,emerg.emerg
2022-04-08 6:53,2022-April,Carbonear General Hospital,1,8,0.078000002,emerg.emerg
2022-04-08 15:17,2022-April,Carbonear General Hospital,4,29,0.294,emerg.emerg
2022-04-09 16:52,2022-April,Carbonear General Hospital,4,31,0.31099999,emerg.emerg
2022-04-09 18:37,2022-April,Carbonear General Hospital,3,23,0.229000002,emerg.emerg
2022-04-09 20:42,2022-April,Carbonear General Hospital,3,21,0.207000002,emerg.emerg
2022-04-10 4:06,2022-April,Carbonear General Hospital,2,9,0.088,emerg.emerg
2022-04-10 21:51,2022-April,Carbonear General Hospital,2,16,0.155499995,emerg.emerg
2022-04-11 8:12,2022-April,Carbonear General Hospital,2,15,0.145999998,emerg.emerg
2022-04-11 10:57,2022-April,Carbonear General Hospital,3,21,0.213,emerg.emerg
2022-04-11 13:09,2022-April,Carbonear General Hospital,5,47,0.467500001,emerg.emerg
2022-04-11 15:49,2022-April,Carbonear General Hospital,5,45,0.448499978,emerg.emerg
2022-04-11 17:52,2022-April,Carbonear General Hospital,5,39,0.39350003,emerg.emerg
2022-04-11 19:08,2022-April,Carbonear General Hospital,5,41,0.407499999,emerg.emerg
2022-04-12 7:58,2022-April,Carbonear General Hospital,5,40,0.402500004,emerg.emerg
2022-04-12 10:01,2022-April,Carbonear General Hospital,5,40,0.402500004,emerg.emerg
2022-04-12 11:58,2022-April,Carbonear General Hospital,5,57,0.567499995,emerg.emerg
2022-04-12 13:56,2022-April,Carbonear General Hospital,5,46,0.456500024,emerg.emerg
2022-04-12 16:02,2022-April,Carbonear General Hospital,5,46,0.458499998,emerg.emerg
2022-04-12 18:09,2022-April,Carbonear General Hospital,5,39,0.391500026,emerg.emerg
2022-04-13 9:10,2022-April,Carbonear General Hospital,4,28,0.280499995,emerg.emerg
2022-04-13 10:54,2022-April,Carbonear General Hospital,4,30,0.300500005,emerg.emerg
2022-04-13 13:35,2022-April,Carbonear General Hospital,5,48,0.484499961,emerg.emerg
2022-04-13 20:07,2022-April,Carbonear General Hospital,5,47,0.470499963,emerg.emerg
2022-04-14 2:42,2022-April,Carbonear General Hospital,3,24,0.237000003,emerg.emerg
2022-04-14 13:38,2022-April,Carbonear General Hospital,3,22,0.221000001,emerg.emerg
2022-04-14 22:05,2022-April,Carbonear General Hospital,3,22,0.223999992,emerg.emerg
2022-04-15 9:35,2022-April,Carbonear General Hospital,2,15,0.147,emerg.emerg
2022-04-15 12:37,2022-April,Carbonear General Hospital,2,15,0.153999999,emerg.emerg
2022-04-15 20:14,2022-April,Carbonear General Hospital,4,27,0.270999998,emerg.emerg
2022-04-15 22:18,2022-April,Carbonear General Hospital,3,24,0.234999999,emerg.emerg
2022-04-16 0:34,2022-April,Carbonear General Hospital,2,14,0.138500005,emerg.emerg
2022-04-16 9:18,2022-April,Carbonear General Hospital,2,16,0.161499992,emerg.emerg
2022-04-16 11:26,2022-April,Carbonear General Hospital,3,24,0.23650001,emerg.emerg
2022-04-16 14:01,2022-April,Carbonear General Hospital,4,29,0.286500007,emerg.emerg
2022-04-16 18:59,2022-April,Carbonear General Hospital,4,27,0.266500026,emerg.emerg
2022-04-16 20:03,2022-April,Carbonear General Hospital,4,28,0.276499987,emerg.emerg
2022-04-16 22:01,2022-April,Carbonear General Hospital,3,21,0.21450001,emerg.emerg
2022-04-17 8:16,2022-April,Carbonear General Hospital,2,12,0.115500003,emerg.emerg
2022-04-17 12:19,2022-April,Carbonear General Hospital,3,22,0.216499999,emerg.emerg
2022-04-17 15:17,2022-April,Carbonear General Hospital,3,25,0.2465,emerg.emerg
2022-04-17 17:08,2022-April,Carbonear General Hospital,3,22,0.217500001,emerg.emerg
2022-04-18 13:59,2022-April,Carbonear General Hospital,5,52,0.522000015,emerg.emerg
2022-04-19 11:42,2022-April,Carbonear General Hospital,5,35,0.346999973,emerg.emerg
2022-04-19 11:43,2022-April,Carbonear General Hospital,5,35,0.346999973,emerg.emerg
2022-04-19 13:20,2022-April,Carbonear General Hospital,5,41,0.407000005,emerg.emerg
2022-04-20 12:43,2022-April,Carbonear General Hospital,3,18,0.178499997,emerg.emerg
2022-04-21 15:05,2022-April,Carbonear General Hospital,5,45,0.44749999,emerg.emerg
2022-04-22 8:25,2022-April,Carbonear General Hospital,5,47,0.471499979,emerg.emerg
2022-04-22 11:45,2022-April,Carbonear General Hospital,5,42,0.417499989,emerg.emerg
2022-04-22 15:07,2022-April,Carbonear General Hospital,5,44,0.435499996,emerg.emerg
2022-04-23 8:08,2022-April,Carbonear General Hospital,1,6,0.064000003,emerg.emerg
2022-04-23 17:54,2022-April,Carbonear General Hospital,3,20,0.194999993,emerg.emerg
2022-04-24 12:24,2022-April,Carbonear General Hospital,2,12,0.116999999,emerg.emerg
2022-04-25 7:48,2022-April,Carbonear General Hospital,2,10,0.103,emerg.emerg
2022-04-25 10:36,2022-April,Carbonear General Hospital,3,18,0.175999984,emerg.emerg
2022-04-25 13:59,2022-April,Carbonear General Hospital,3,19,0.187999994,emerg.emerg
2022-04-25 16:06,2022-April,Carbonear General Hospital,3,22,0.219999999,emerg.emerg
2022-04-25 20:30,2022-April,Carbonear General Hospital,2,13,0.125999987,emerg.emerg
2022-04-26 8:14,2022-April,Carbonear General Hospital,2,13,0.125,emerg.emerg
2022-04-26 9:54,2022-April,Carbonear General Hospital,2,13,0.125,emerg.emerg
2022-04-26 11:33,2022-April,Carbonear General Hospital,2,15,0.153999999,emerg.emerg
2022-04-26 14:42,2022-April,Carbonear General Hospital,3,19,0.189999998,emerg.emerg
2022-04-26 17:40,2022-April,Carbonear General Hospital,3,22,0.223999992,emerg.emerg
2022-04-26 20:10,2022-April,Carbonear General Hospital,3,25,0.250999987,emerg.emerg
2022-04-26 22:50,2022-April,Carbonear General Hospital,3,22,0.218999997,emerg.emerg
2022-04-27 16:13,2022-April,Carbonear General Hospital,3,22,0.218999997,emerg.emerg
2022-04-27 16:16,2022-April,Carbonear General Hospital,5,37,0.367000014,emerg.emerg
2022-04-27 21:07,2022-April,Carbonear General Hospital,4,29,0.285999984,emerg.emerg
2022-04-28 3:03,2022-April,Carbonear General Hospital,3,22,0.224000022,emerg.emerg
2022-04-28 11:39,2022-April,Carbonear General Hospital,5,34,0.336000025,emerg.emerg
2022-04-28 19:12,2022-April,Carbonear General Hospital,4,31,0.310000002,emerg.emerg
2022-04-28 19:56,2022-April,Carbonear General Hospital,5,38,0.377999991,emerg.emerg
2022-04-29 8:05,2022-April,Carbonear General Hospital,3,19,0.192000002,emerg.emerg
2022-04-29 11:26,2022-April,Carbonear General Hospital,3,22,0.219999999,emerg.emerg
2022-04-29 13:29,2022-April,Carbonear General Hospital,3,17,0.169000015,emerg.emerg
2022-04-29 16:54,2022-April,Carbonear General Hospital,2,15,0.145999998,emerg.emerg
2022-04-30 12:48,2022-April,Carbonear General Hospital,4,27,0.272000015,emerg.emerg
2022-04-30 13:04,2022-April,Carbonear General Hospital,4,30,0.302000016,emerg.emerg
2022-04-30 22:30,2022-April,Carbonear General Hospital,5,48,0.476999998,emerg.emerg
2022-05-01 11:29,2022-May,Carbonear General Hospital,3,21,0.207000002,emerg.emerg
2022-05-01 13:37,2022-May,Carbonear General Hospital,3,23,0.232000008,emerg.emerg
2022-05-01 14:43,2022-May,Carbonear General Hospital,3,24,0.239999995,emerg.emerg
2022-05-02 15:25,2022-May,Carbonear General Hospital,3,21,0.21100001,emerg.emerg
2022-05-03 8:58,2022-May,Carbonear General Hospital,3,19,0.185000002,emerg.emerg
2022-05-03 14:19,2022-May,Carbonear General Hospital,3,24,0.237999991,emerg.emerg
2022-05-04 9:32,2022-May,Carbonear General Hospital,3,23,0.230999991,emerg.emerg
2022-05-04 12:04,2022-May,Carbonear General Hospital,3,24,0.240999997,emerg.emerg
2022-05-04 20:22,2022-May,Carbonear General Hospital,3,24,0.236000001,emerg.emerg
2022-05-05 21:09,2022-May,Carbonear General Hospital,1,6,0.058000002,emerg.emerg
2022-05-06 4:03,2022-May,Carbonear General Hospital,1,6,0.058000002,emerg.emerg
2022-05-06 10:32,2022-May,Carbonear General Hospital,3,20,0.20099999,emerg.emerg
2022-05-06 12:01,2022-May,Carbonear General Hospital,4,30,0.300999999,emerg.emerg
2022-05-06 12:54,2022-May,Carbonear General Hospital,4,30,0.300999999,emerg.emerg
2022-05-09 8:33,2022-May,Carbonear General Hospital,3,20,0.202000007,emerg.emerg
2022-05-09 10:59,2022-May,Carbonear General Hospital,3,23,0.227999985,emerg.emerg
2022-05-09 12:29,2022-May,Carbonear General Hospital,5,42,0.415999979,emerg.emerg
2022-05-09 14:02,2022-May,Carbonear General Hospital,5,39,0.389000028,emerg.emerg
2022-05-09 18:00,2022-May,Carbonear General Hospital,4,30,0.302000016,emerg.emerg
2022-05-10 8:12,2022-May,Carbonear General Hospital,3,20,0.197000012,emerg.emerg
2022-05-10 10:27,2022-May,Carbonear General Hospital,3,21,0.207999989,emerg.emerg
2022-05-10 11:41,2022-May,Carbonear General Hospital,3,23,0.233999997,emerg.emerg
2022-05-10 14:09,2022-May,Carbonear General Hospital,4,31,0.305999994,emerg.emerg
2022-05-11 9:47,2022-May,Carbonear General Hospital,2,16,0.159500003,emerg.emerg
2022-05-11 14:15,2022-May,Carbonear General Hospital,2,14,0.136500001,emerg.emerg
2022-05-11 17:51,2022-May,Carbonear General Hospital,3,17,0.173499987,emerg.emerg
2022-05-12 10:20,2022-May,Carbonear General Hospital,2,15,0.145500004,emerg.emerg
2022-05-12 12:08,2022-May,Carbonear General Hospital,3,20,0.198500007,emerg.emerg
2022-05-12 12:08,2022-May,Carbonear General Hospital,3,17,0.171000004,emerg.emerg
2022-05-12 14:07,2022-May,Carbonear General Hospital,5,37,0.371000022,emerg.emerg
2022-05-12 16:07,2022-May,Carbonear General Hospital,4,33,0.329000026,emerg.emerg
2022-05-12 18:04,2022-May,Carbonear General Hospital,4,32,0.319000006,emerg.emerg
2022-05-12 20:03,2022-May,Carbonear General Hospital,5,34,0.335999995,emerg.emerg
2022-05-12 22:05,2022-May,Carbonear General Hospital,4,26,0.256999999,emerg.emerg
2022-05-13 20:42,2022-May,Carbonear General Hospital,3,24,0.240999982,emerg.emerg
2022-05-14 5:11,2022-May,Carbonear General Hospital,2,14,0.144000009,emerg.emerg
2022-05-15 0:16,2022-May,Carbonear General Hospital,4,26,0.256500006,emerg.emerg
2022-05-15 10:34,2022-May,Carbonear General Hospital,3,23,0.231500015,emerg.emerg
2022-05-15 20:38,2022-May,Carbonear General Hospital,2,16,0.159999996,emerg.emerg
2022-05-15 23:54,2022-May,Carbonear General Hospital,2,13,0.130999997,emerg.emerg
2022-05-16 2:40,2022-May,Carbonear General Hospital,3,19,0.187999994,emerg.emerg
2022-05-17 4:51,2022-May,Carbonear General Hospital,3,17,0.169500008,emerg.emerg
2022-05-17 11:09,2022-May,Carbonear General Hospital,5,35,0.347499996,emerg.emerg
2022-05-17 20:22,2022-May,Carbonear General Hospital,3,25,0.245000005,emerg.emerg
2022-05-18 5:45,2022-May,Carbonear General Hospital,3,17,0.171499997,emerg.emerg
2022-05-18 8:03,2022-May,Carbonear General Hospital,3,17,0.171000004,emerg.emerg
2022-05-18 11:08,2022-May,Carbonear General Hospital,3,18,0.183000013,emerg.emerg
2022-05-18 13:39,2022-May,Carbonear General Hospital,3,25,0.249000013,emerg.emerg
2022-05-18 16:08,2022-May,Carbonear General Hospital,3,22,0.221000001,emerg.emerg
2022-05-19 8:22,2022-May,Carbonear General Hospital,2,16,0.157000005,emerg.emerg
2022-05-19 10:07,2022-May,Carbonear General Hospital,3,20,0.202999994,emerg.emerg
2022-05-19 12:53,2022-May,Carbonear General Hospital,4,29,0.293000013,emerg.emerg
2022-05-19 13:03,2022-May,Carbonear General Hospital,4,33,0.33099997,emerg.emerg
2022-05-19 13:03,2022-May,Carbonear General Hospital,5,36,0.358499974,emerg.emerg
2022-05-19 15:23,2022-May,Carbonear General Hospital,3,24,0.244500011,emerg.emerg
2022-05-19 18:41,2022-May,Carbonear General Hospital,4,30,0.298500001,emerg.emerg
2022-05-20 19:43,2022-May,Carbonear General Hospital,5,42,0.41899997,emerg.emerg
2022-05-21 20:32,2022-May,Carbonear General Hospital,4,30,0.294999987,emerg.emerg
2022-05-22 6:15,2022-May,Carbonear General Hospital,2,10,0.101999998,emerg.emerg
2022-05-23 5:36,2022-May,Carbonear General Hospital,2,10,0.101999998,emerg.emerg
2022-05-23 12:08,2022-May,Carbonear General Hospital,3,19,0.193000019,emerg.emerg
2022-05-23 20:15,2022-May,Carbonear General Hospital,4,27,0.273999989,emerg.emerg
2022-05-23 22:47,2022-May,Carbonear General Hospital,4,27,0.270999998,emerg.emerg
2022-05-24 1:11,2022-May,Carbonear General Hospital,3,23,0.224999994,emerg.emerg
